service_id,date,exception_type
44269,20241016,1
44269,20241017,1
44269,20241018,1
44269,20241021,1
44269,20241022,1
44269,20241024,1
44269,20241025,1
44269,20241028,1
44269,20241029,1
44269,20241030,1
44269,20241031,1
44269,20241104,1
44269,20241105,1
44269,20241106,1
44269,20241107,1
44269,20241108,1
44269,20241111,1
44270,20241011,1
44270,20241014,1
44270,20241015,1
44270,20241016,1
44270,20241017,1
44270,20241018,1
44270,20241021,1
44270,20241022,1
44270,20241024,1
44270,20241025,1
44270,20241028,1
44270,20241029,1
44270,20241030,1
44270,20241104,1
44270,20241105,1
44270,20241106,1
44270,20241107,1
44270,20241108,1
44270,20241111,1
44271,20241011,1
44271,20241014,1
44271,20241015,1
44271,20241016,1
44271,20241017,1
44271,20241018,1
44271,20241021,1
44271,20241022,1
44271,20241024,1
44271,20241025,1
44271,20241031,1
44271,20241104,1
44271,20241105,1
44271,20241106,1
44271,20241107,1
44271,20241108,1
44271,20241111,1
44272,20241011,1
44272,20241014,1
44272,20241015,1
44272,20241016,1
44272,20241017,1
44272,20241018,1
44272,20241021,1
44272,20241022,1
44272,20241024,1
44272,20241025,1
44272,20241104,1
44272,20241105,1
44272,20241106,1
44272,20241107,1
44272,20241108,1
44272,20241111,1
44273,20241012,1
44273,20241013,1
44274,20241012,1
44274,20241013,1
44274,20241019,1
44274,20241020,1
44274,20241023,1
44274,20241026,1
44274,20241027,1
44274,20241101,1
44274,20241102,1
44274,20241103,1
44274,20241109,1
44274,20241110,1
44275,20241012,1
44275,20241013,1
44275,20241019,1
44275,20241020,1
44275,20241023,1
44275,20241101,1
44275,20241102,1
44275,20241103,1
44275,20241109,1
44275,20241110,1
44276,20241012,1
44276,20241013,1
44276,20241021,1
44276,20241022,1
44276,20241023,1
44276,20241024,1
44276,20241025,1
44276,20241028,1
44276,20241029,1
44276,20241030,1
44276,20241031,1
44276,20241101,1
44276,20241102,1
44276,20241103,1
44276,20241104,1
44276,20241105,1
44276,20241106,1
44276,20241107,1
44276,20241108,1
44276,20241109,1
44276,20241110,1
44276,20241111,1
44277,20241012,1
44277,20241013,1
44277,20241023,1
44277,20241028,1
44277,20241029,1
44277,20241030,1
44277,20241031,1
44277,20241101,1
44277,20241102,1
44277,20241103,1
44277,20241109,1
44277,20241110,1
44278,20241012,1
44278,20241013,1
44278,20241023,1
44278,20241028,1
44278,20241029,1
44278,20241030,1
44278,20241101,1
44278,20241102,1
44278,20241103,1
44278,20241109,1
44278,20241110,1
44279,20241012,1
44279,20241013,1
44279,20241023,1
44279,20241101,1
44279,20241102,1
44279,20241103,1
44279,20241109,1
44279,20241110,1
44280,20241012,1
44280,20241019,1
44280,20241026,1
44280,20241028,1
44280,20241029,1
44280,20241030,1
44280,20241031,1
44280,20241102,1
44280,20241109,1
44281,20241012,1
44281,20241019,1
44281,20241026,1
44281,20241102,1
44281,20241109,1
44282,20241013,1
44282,20241020,1
44282,20241023,1
44282,20241027,1
44282,20241101,1
44282,20241103,1
44282,20241110,1
44283,20241014,1
44283,20241015,1
44283,20241016,1
44283,20241017,1
44283,20241018,1
44283,20241021,1
44283,20241022,1
44283,20241024,1
44283,20241025,1
44283,20241104,1
44283,20241105,1
44283,20241106,1
44283,20241107,1
44283,20241108,1
44283,20241111,1
44284,20241019,1
44284,20241020,1
44285,20241019,1
44285,20241020,1
44285,20241023,1
44285,20241026,1
44285,20241027,1
44285,20241028,1
44285,20241029,1
44285,20241030,1
44285,20241031,1
44285,20241101,1
44285,20241102,1
44285,20241103,1
44285,20241109,1
44285,20241110,1
44286,20241019,1
44286,20241020,1
44286,20241023,1
44286,20241026,1
44286,20241027,1
44286,20241101,1
44286,20241102,1
44286,20241103,1
44286,20241109,1
44286,20241110,1
44287,20241021,1
44287,20241022,1
44287,20241024,1
44287,20241025,1
44287,20241028,1
44287,20241029,1
44287,20241030,1
44287,20241031,1
44287,20241104,1
44287,20241105,1
44287,20241106,1
44287,20241107,1
44287,20241108,1
44287,20241111,1
44288,20241021,1
44288,20241022,1
44288,20241024,1
44288,20241025,1
44288,20241031,1
44288,20241104,1
44288,20241105,1
44288,20241106,1
44288,20241107,1
44288,20241108,1
44288,20241111,1
44289,20241021,1
44289,20241022,1
44289,20241024,1
44289,20241025,1
44289,20241104,1
44289,20241105,1
44289,20241106,1
44289,20241107,1
44289,20241108,1
44289,20241111,1
44290,20241023,1
44290,20241101,1
44290,20241102,1
44290,20241103,1
44290,20241109,1
44290,20241110,1
44291,20241026,1
44291,20241027,1
44292,20241028,1
44292,20241029,1
44292,20241030,1
44293,20241028,1
44293,20241029,1
44293,20241030,1
44293,20241031,1
44294,20241031,1
C04183AHPMAA-011,20241011,1
C04183AHPMAA-011,20241014,1
C04183AHPMAA-011,20241015,1
C04183AHPMAA-011,20241016,1
C04183AHPMAA-011,20241017,1
C04183AHPMAA-011,20241018,1
C04183AHPMAA-011,20241021,1
C04183AHPMAA-011,20241022,1
C04183AHPMAA-011,20241024,1
C04183AHPMAA-011,20241025,1
C04183AHPMAA-011,20241028,1
C04183AHPMAA-011,20241029,1
C04183AHPMAA-011,20241030,1
C04183AHPMAA-011,20241031,1
C04183AHPMAA-011,20241104,1
C04183AHPMAA-011,20241105,1
C04183AHPMAA-011,20241106,1
C04183AHPMAA-011,20241107,1
C04183AHPMAA-011,20241108,1
C04183AHPMAA-011,20241111,1
C04183AHPMAA-011,20241112,1
C04183AHPMAA-011,20241113,1
C04183AHPMAA-011,20241114,1
C04183AHPMAA-011,20241115,1
C04183AHPMAA-011,20241118,1
C04183AHPMAA-011,20241119,1
C04183AHPMAA-011,20241120,1
C04183AHPMAA-011,20241121,1
C04183AHPMAA-011,20241122,1
C04183AHPMAA-011,20241125,1
C04183AHPMAA-011,20241126,1
C04183AHPMAA-011,20241127,1
C04183AHPMAA-011,20241128,1
C04183AHPMAA-011,20241129,1
C04184ASVMAA-011,20241012,1
C04184ASVMAA-011,20241013,1
C04184ASVMAA-011,20241019,1
C04184ASVMAA-011,20241020,1
C04184ASVMAA-011,20241023,1
C04184ASVMAA-011,20241026,1
C04184ASVMAA-011,20241027,1
C04184ASVMAA-011,20241101,1
C04184ASVMAA-011,20241102,1
C04184ASVMAA-011,20241103,1
C04184ASVMAA-011,20241109,1
C04184ASVMAA-011,20241110,1
C04184ASVMAA-011,20241116,1
C04184ASVMAA-011,20241117,1
C04184ASVMAA-011,20241123,1
C04184ASVMAA-011,20241124,1
C04184ASVMAA-011,20241130,1
C04184ASVMAA-011,20241201,1
C11388ASZHK-0011,20241019,1
C11388ASZHK-0011,20241102,1
C11388ASZHK-0011,20241109,1
C11388ASZHK-0011,20241116,1
C11388ASZHK-0011,20241123,1
C11388ASZHK-0011,20241130,1
C23867AHCKMK-011,20241014,1
C23867AHCKMK-011,20241015,1
C23867AHCKMK-011,20241016,1
C23867AHCKMK-011,20241017,1
C23867AHCKMK-011,20241021,1
C23867AHCKMK-011,20241022,1
C23867AHCKMK-011,20241104,1
C23867AHCKMK-011,20241105,1
C23867AHCKMK-011,20241106,1
C23867AHCKMK-011,20241107,1
C23867AHCKMK-011,20241111,1
C23867AHCKMK-011,20241112,1
C23867AHCKMK-011,20241113,1
C23867AHCKMK-011,20241114,1
C23867AHCKMK-011,20241118,1
C23867AHCKMK-011,20241120,1
C23867AHCKMK-011,20241121,1
C23867AHCKMK-011,20241125,1
C23867AHCKMK-011,20241126,1
C23867AHCKMK-011,20241127,1
C23867AHCKMK-011,20241128,1
C23868APPKMK-011,20241018,1
C23868APPKMK-011,20241108,1
C23868APPKMK-011,20241115,1
C23868APPKMK-011,20241122,1
C23868APPKMK-011,20241129,1
C23869ASZKMK-011,20241012,1
C23869ASZKMK-011,20241019,1
C23869ASZKMK-011,20241023,1
C23869ASZKMK-011,20241102,1
C23869ASZKMK-011,20241109,1
C23869ASZKMK-011,20241116,1
C23869ASZKMK-011,20241123,1
C23869ASZKMK-011,20241130,1
C23870AVVKMK-011,20241013,1
C23870AVVKMK-011,20241020,1
C23870AVVKMK-011,20241101,1
C23870AVVKMK-011,20241103,1
C23870AVVKMK-011,20241110,1
C23870AVVKMK-011,20241117,1
C23870AVVKMK-011,20241124,1
C23870AVVKMK-011,20241201,1
C27965ASZKMK-011,20241012,1
C27965ASZKMK-011,20241019,1
C27965ASZKMK-011,20241026,1
C27965ASZKMK-011,20241102,1
C27965ASZKMK-011,20241109,1
C27965ASZKMK-011,20241116,1
C27965ASZKMK-011,20241123,1
C27965ASZKMK-011,20241130,1
C27966AVVKMK-011,20241013,1
C27966AVVKMK-011,20241020,1
C27966AVVKMK-011,20241023,1
C27966AVVKMK-011,20241027,1
C27966AVVKMK-011,20241101,1
C27966AVVKMK-011,20241103,1
C27966AVVKMK-011,20241110,1
C27966AVVKMK-011,20241117,1
C27966AVVKMK-011,20241124,1
C27966AVVKMK-011,20241201,1
C41987ASZPÁ-0031,20241019,1
C41987ASZPÁ-0031,20241026,1
C41987ASZPÁ-0031,20241101,1
C41987ASZPÁ-0031,20241102,1
C41987ASZPÁ-0031,20241116,1
C41987ASZPÁ-0031,20241123,1
C41987ASZPÁ-0031,20241130,1
C41989AVVPÁ-0031,20241020,1
C41989AVVPÁ-0031,20241023,1
C41989AVVPÁ-0031,20241027,1
C41989AVVPÁ-0031,20241103,1
C41989AVVPÁ-0031,20241117,1
C41989AVVPÁ-0031,20241124,1
C41989AVVPÁ-0031,20241201,1
C48432R03SZMM-0011,20241109,1
C48433R03VVMM-0011,20241110,1
C56403ASZCsZ-011,20241019,1
C56403ASZCsZ-011,20241109,1
C56403ASZCsZ-011,20241116,1
C56403ASZCsZ-011,20241123,1
C56403ASZCsZ-011,20241130,1
C56408AVVCsZ-011,20241020,1
C56408AVVCsZ-011,20241023,1
C56408AVVCsZ-011,20241110,1
C56408AVVCsZ-011,20241117,1
C56408AVVCsZ-011,20241124,1
C56408AVVCsZ-011,20241201,1
C58788ASVLL-0011,20241019,1
C58788ASVLL-0011,20241020,1
C58788ASVLL-0011,20241023,1
C58788ASVLL-0011,20241026,1
C58788ASVLL-0011,20241027,1
C58788ASVLL-0011,20241101,1
C58788ASVLL-0011,20241102,1
C58788ASVLL-0011,20241103,1
C58788ASVLL-0011,20241109,1
C58788ASVLL-0011,20241110,1
C58788ASVLL-0011,20241116,1
C58788ASVLL-0011,20241117,1
C58788ASVLL-0011,20241123,1
C58788ASVLL-0011,20241124,1
C58788ASVLL-0011,20241130,1
C58788ASVLL-0011,20241201,1
C58789K1HPLL-0011,20241028,1
C58789K1HPLL-0011,20241029,1
C58789K1HPLL-0011,20241030,1
C58789K1HPLL-0011,20241031,1
C59057AHPWA-0011,20241011,1
C59057AHPWA-0011,20241024,1
C59057AHPWA-0011,20241025,1
C59057AHPWA-0011,20241104,1
C59057AHPWA-0011,20241105,1
C59057AHPWA-0011,20241106,1
C59057AHPWA-0011,20241107,1
C59057AHPWA-0011,20241108,1
C59057AHPWA-0011,20241111,1
C59057AHPWA-0011,20241112,1
C59057AHPWA-0011,20241113,1
C59057AHPWA-0011,20241114,1
C59057AHPWA-0011,20241115,1
C59057AHPWA-0011,20241118,1
C59057AHPWA-0011,20241119,1
C59057AHPWA-0011,20241120,1
C59057AHPWA-0011,20241121,1
C59057AHPWA-0011,20241122,1
C59057AHPWA-0011,20241125,1
C59057AHPWA-0011,20241126,1
C59057AHPWA-0011,20241127,1
C59057AHPWA-0011,20241128,1
C59057AHPWA-0011,20241129,1
C59096K1HPWA-0011,20241028,1
C59096K1HPWA-0011,20241029,1
C59096K1HPWA-0011,20241030,1
C59096K1HPWA-0011,20241031,1
C59385ASZKVA-011,20241012,1
C59385ASZKVA-011,20241019,1
C59385ASZKVA-011,20241026,1
C59385ASZKVA-011,20241102,1
C59385ASZKVA-011,20241109,1
C59385ASZKVA-011,20241116,1
C59385ASZKVA-011,20241123,1
C59385ASZKVA-011,20241130,1
C59426AVVKVA-011,20241013,1
C59426AVVKVA-011,20241020,1
C59426AVVKVA-011,20241023,1
C59426AVVKVA-011,20241027,1
C59426AVVKVA-011,20241101,1
C59426AVVKVA-011,20241103,1
C59426AVVKVA-011,20241110,1
C59426AVVKVA-011,20241117,1
C59426AVVKVA-011,20241124,1
C59426AVVKVA-011,20241201,1
C61052K1PPCsZ-081,20241031,1
C61195ASZWA-0011,20241012,1
C61195ASZWA-0011,20241019,1
C61195ASZWA-0011,20241026,1
C61195ASZWA-0011,20241102,1
C61195ASZWA-0011,20241109,1
C61195ASZWA-0011,20241116,1
C61195ASZWA-0011,20241123,1
C61195ASZWA-0011,20241130,1
C61209AHPSZB-011,20241011,1
C61209AHPSZB-011,20241024,1
C61209AHPSZB-011,20241025,1
C61209AHPSZB-011,20241104,1
C61209AHPSZB-011,20241105,1
C61209AHPSZB-011,20241106,1
C61209AHPSZB-011,20241107,1
C61209AHPSZB-011,20241108,1
C61209AHPSZB-011,20241111,1
C61209AHPSZB-011,20241112,1
C61209AHPSZB-011,20241113,1
C61209AHPSZB-011,20241114,1
C61209AHPSZB-011,20241115,1
C61209AHPSZB-011,20241118,1
C61209AHPSZB-011,20241119,1
C61209AHPSZB-011,20241120,1
C61209AHPSZB-011,20241121,1
C61209AHPSZB-011,20241122,1
C61209AHPSZB-011,20241125,1
C61209AHPSZB-011,20241126,1
C61209AHPSZB-011,20241127,1
C61209AHPSZB-011,20241128,1
C61209AHPSZB-011,20241129,1
C61667AHCKMK-011,20241106,1
C61667AHCKMK-011,20241111,1
C61667AHCKMK-011,20241114,1
C61667AHCKMK-011,20241120,1
C61667AHCKMK-011,20241121,1
C61667AHCKMK-011,20241125,1
C61667AHCKMK-011,20241126,1
C61667AHCKMK-011,20241127,1
C61667AHCKMK-011,20241128,1
C61667AVSKMK-011,20241105,1
C61667AVSKMK-011,20241110,1
C61667AVSKMK-011,20241113,1
C61667AVSKMK-011,20241119,1
C61667AVSKMK-011,20241120,1
C61667AVSKMK-011,20241124,1
C61667AVSKMK-011,20241125,1
C61667AVSKMK-011,20241126,1
C61667AVSKMK-011,20241127,1
C61708K1HCKMK-011,20241028,1
C61708K1HCKMK-011,20241029,1
C61708K1HCKMK-011,20241030,1
C61708K1VSKMK-011,20241027,1
C61708K1VSKMK-011,20241028,1
C61708K1VSKMK-011,20241029,1
C61986AVVSZB-011,20241023,1
C61986AVVSZB-011,20241027,1
C61986AVVSZB-011,20241101,1
C61986AVVSZB-011,20241103,1
C61986AVVSZB-011,20241110,1
C61986AVVSZB-011,20241117,1
C61986AVVSZB-011,20241124,1
C61986AVVSZB-011,20241201,1
C62002REHHPER011,20241104,1
C62002REHHPER011,20241118,1
C62002REVVPER011,20241103,1
C62002REVVPER011,20241117,1
C62048REKKPER011,20241105,1
C62048REKKPER011,20241119,1
C62482AHCIGy-011,20241014,1
C62482AHCIGy-011,20241015,1
C62482AHCIGy-011,20241016,1
C62482AHCIGy-011,20241017,1
C62482AHCIGy-011,20241021,1
C62482AHCIGy-011,20241022,1
C62482AHCIGy-011,20241024,1
C62482AHCIGy-011,20241104,1
C62482AHCIGy-011,20241105,1
C62482AHCIGy-011,20241106,1
C62482AHCIGy-011,20241107,1
C62482AHCIGy-011,20241111,1
C62482AHCIGy-011,20241112,1
C62482AHCIGy-011,20241113,1
C62482AHCIGy-011,20241114,1
C62482AHCIGy-011,20241118,1
C62482AHCIGy-011,20241119,1
C62482AHCIGy-011,20241120,1
C62482AHCIGy-011,20241121,1
C62482AHCIGy-011,20241125,1
C62482AHCIGy-011,20241126,1
C62482AHCIGy-011,20241127,1
C62482AHCIGy-011,20241128,1
C62483APPIGy-011,20241011,1
C62483APPIGy-011,20241018,1
C62483APPIGy-011,20241025,1
C62483APPIGy-011,20241108,1
C62483APPIGy-011,20241115,1
C62483APPIGy-011,20241122,1
C62483APPIGy-011,20241129,1
C62497K1HCIGy-011,20241028,1
C62497K1HCIGy-011,20241029,1
C62497K1HCIGy-011,20241030,1
C62499K1PPIGy-011,20241031,1
C62511ASZIGy-011,20241012,1
C62511ASZIGy-011,20241019,1
C62511ASZIGy-011,20241026,1
C62511ASZIGy-011,20241102,1
C62511ASZIGy-011,20241109,1
C62511ASZIGy-011,20241116,1
C62511ASZIGy-011,20241123,1
C62511ASZIGy-011,20241130,1
C62512AVVIGy-011,20241013,1
C62512AVVIGy-011,20241020,1
C62512AVVIGy-011,20241023,1
C62512AVVIGy-011,20241027,1
C62512AVVIGy-011,20241101,1
C62512AVVIGy-011,20241103,1
C62512AVVIGy-011,20241110,1
C62512AVVIGy-011,20241117,1
C62512AVVIGy-011,20241124,1
C62512AVVIGy-011,20241201,1
C62820AVVWA-0041,20241013,1
C62820AVVWA-0041,20241020,1
C62820AVVWA-0041,20241027,1
C62820AVVWA-0041,20241103,1
C62820AVVWA-0041,20241110,1
C62820AVVWA-0041,20241117,1
C62820AVVWA-0041,20241124,1
C62820AVVWA-0041,20241201,1
C62844ÜNVVWA-0021,20241023,1
C62844ÜNVVWA-0021,20241101,1
C63474K1HPBR-0041,20241028,1
C63474K1HPBR-0041,20241029,1
C63474K1HPBR-0041,20241030,1
C63474K1HPBR-0041,20241031,1
C64120ASZKMK-121,20241012,1
C64120ASZKMK-121,20241019,1
C64120ASZKMK-121,20241026,1
C64120ASZKMK-121,20241102,1
C64120ASZKMK-121,20241109,1
C64120ASZKMK-121,20241116,1
C64120ASZKMK-121,20241123,1
C64120ASZKMK-121,20241130,1
C64122AVVKMK-121,20241013,1
C64122AVVKMK-121,20241020,1
C64122AVVKMK-121,20241023,1
C64122AVVKMK-121,20241027,1
C64122AVVKMK-121,20241101,1
C64122AVVKMK-121,20241103,1
C64122AVVKMK-121,20241110,1
C64122AVVKMK-121,20241117,1
C64122AVVKMK-121,20241124,1
C64122AVVKMK-121,20241201,1
C64187ÜNVVKVA-011,20241023,1
C64187ÜNVVKVA-011,20241101,1
C64493AHVKVA-011,20241011,1
C64493AHVKVA-011,20241012,1
C64493AHVKVA-011,20241013,1
C64493AHVKVA-011,20241014,1
C64493AHVKVA-011,20241015,1
C64493AHVKVA-011,20241016,1
C64493AHVKVA-011,20241017,1
C64493AHVKVA-011,20241018,1
C64493AHVKVA-011,20241019,1
C64493AHVKVA-011,20241020,1
C64493AHVKVA-011,20241021,1
C64493AHVKVA-011,20241022,1
C64493AHVKVA-011,20241024,1
C64493AHVKVA-011,20241025,1
C64493AHVKVA-011,20241026,1
C64493AHVKVA-011,20241027,1
C64493AHVKVA-011,20241028,1
C64493AHVKVA-011,20241029,1
C64493AHVKVA-011,20241030,1
C64493AHVKVA-011,20241031,1
C64493AHVKVA-011,20241102,1
C64493AHVKVA-011,20241103,1
C64493AHVKVA-011,20241104,1
C64493AHVKVA-011,20241105,1
C64493AHVKVA-011,20241106,1
C64493AHVKVA-011,20241107,1
C64493AHVKVA-011,20241108,1
C64493AHVKVA-011,20241109,1
C64493AHVKVA-011,20241110,1
C64493AHVKVA-011,20241111,1
C64493AHVKVA-011,20241112,1
C64493AHVKVA-011,20241113,1
C64493AHVKVA-011,20241114,1
C64493AHVKVA-011,20241115,1
C64493AHVKVA-011,20241116,1
C64493AHVKVA-011,20241117,1
C64493AHVKVA-011,20241118,1
C64493AHVKVA-011,20241119,1
C64493AHVKVA-011,20241120,1
C64493AHVKVA-011,20241121,1
C64493AHVKVA-011,20241122,1
C64493AHVKVA-011,20241123,1
C64493AHVKVA-011,20241124,1
C64493AHVKVA-011,20241125,1
C64493AHVKVA-011,20241126,1
C64493AHVKVA-011,20241127,1
C64493AHVKVA-011,20241128,1
C64493AHVKVA-011,20241129,1
C64493AHVKVA-011,20241130,1
C64493AHVKVA-011,20241201,1
C65577K1HPKMK-031,20241028,1
C65577K1HPKMK-031,20241029,1
C65577K1HPKMK-031,20241030,1
C65577K1HPKMK-031,20241031,1
C65704K1HPSzN-051,20241028,1
C65704K1HPSzN-051,20241029,1
C65704K1HPSzN-051,20241030,1
C65704K1HPSzN-051,20241031,1
C65705ASZSzN-061,20241012,1
C65705ASZSzN-061,20241019,1
C65705ASZSzN-061,20241026,1
C65705ASZSzN-061,20241102,1
C65705ASZSzN-061,20241109,1
C65705ASZSzN-061,20241116,1
C65705ASZSzN-061,20241123,1
C65705ASZSzN-061,20241130,1
C65706AVVSzN-061,20241013,1
C65706AVVSzN-061,20241020,1
C65706AVVSzN-061,20241023,1
C65706AVVSzN-061,20241027,1
C65706AVVSzN-061,20241101,1
C65706AVVSzN-061,20241103,1
C65706AVVSzN-061,20241110,1
C65706AVVSzN-061,20241117,1
C65706AVVSzN-061,20241124,1
C65706AVVSzN-061,20241201,1
C66334AVVKZ-0031,20241013,1
C66334AVVKZ-0031,20241020,1
C66334AVVKZ-0031,20241023,1
C66334AVVKZ-0031,20241027,1
C66334AVVKZ-0031,20241101,1
C66334AVVKZ-0031,20241103,1
C66334AVVKZ-0031,20241110,1
C66334AVVKZ-0031,20241117,1
C66334AVVKZ-0031,20241124,1
C66334AVVKZ-0031,20241201,1
C67210AHCKVA-011,20241014,1
C67210AHCKVA-011,20241015,1
C67210AHCKVA-011,20241016,1
C67210AHCKVA-011,20241017,1
C67210AHCKVA-011,20241021,1
C67210AHCKVA-011,20241022,1
C67210AHCKVA-011,20241024,1
C67210AHCKVA-011,20241104,1
C67210AHCKVA-011,20241105,1
C67210AHCKVA-011,20241106,1
C67210AHCKVA-011,20241107,1
C67210AHCKVA-011,20241111,1
C67210AHCKVA-011,20241112,1
C67210AHCKVA-011,20241113,1
C67210AHCKVA-011,20241114,1
C67210AHCKVA-011,20241118,1
C67210AHCKVA-011,20241119,1
C67210AHCKVA-011,20241120,1
C67210AHCKVA-011,20241121,1
C67210AHCKVA-011,20241125,1
C67210AHCKVA-011,20241126,1
C67210AHCKVA-011,20241127,1
C67210AHCKVA-011,20241128,1
C67211APPKVA-011,20241011,1
C67211APPKVA-011,20241018,1
C67211APPKVA-011,20241025,1
C67211APPKVA-011,20241108,1
C67211APPKVA-011,20241115,1
C67211APPKVA-011,20241122,1
C67211APPKVA-011,20241129,1
C67218ASZKVA-011,20241012,1
C67218ASZKVA-011,20241019,1
C67218ASZKVA-011,20241026,1
C67218ASZKVA-011,20241102,1
C67218ASZKVA-011,20241109,1
C67218ASZKVA-011,20241116,1
C67218ASZKVA-011,20241123,1
C67218ASZKVA-011,20241130,1
C67221AVVKVA-011,20241013,1
C67221AVVKVA-011,20241020,1
C67221AVVKVA-011,20241027,1
C67221AVVKVA-011,20241103,1
C67221AVVKVA-011,20241110,1
C67221AVVKVA-011,20241117,1
C67221AVVKVA-011,20241124,1
C67221AVVKVA-011,20241201,1
C67228K1HCKVA-021,20241028,1
C67228K1HCKVA-021,20241029,1
C67228K1HCKVA-021,20241030,1
C67232K1PPKVA-021,20241031,1
C68100AHPKVA-011,20241011,1
C68100AHPKVA-011,20241014,1
C68100AHPKVA-011,20241015,1
C68100AHPKVA-011,20241016,1
C68100AHPKVA-011,20241017,1
C68100AHPKVA-011,20241018,1
C68100AHPKVA-011,20241021,1
C68100AHPKVA-011,20241022,1
C68100AHPKVA-011,20241024,1
C68100AHPKVA-011,20241025,1
C68100AHPKVA-011,20241028,1
C68100AHPKVA-011,20241029,1
C68100AHPKVA-011,20241030,1
C68100AHPKVA-011,20241031,1
C68100AHPKVA-011,20241104,1
C68100AHPKVA-011,20241105,1
C68100AHPKVA-011,20241106,1
C68100AHPKVA-011,20241107,1
C68100AHPKVA-011,20241108,1
C68100AHPKVA-011,20241111,1
C68100AHPKVA-011,20241112,1
C68100AHPKVA-011,20241113,1
C68100AHPKVA-011,20241114,1
C68100AHPKVA-011,20241115,1
C68100AHPKVA-011,20241118,1
C68100AHPKVA-011,20241119,1
C68100AHPKVA-011,20241120,1
C68100AHPKVA-011,20241121,1
